Tom is ill.	汤姆生病了。
We enjoyed watching the baseball game.	我們喜歡看棒球比賽。
My sister married her high school classmate.	我的姐姐嫁給了她的高中同學。
Will you please turn down the radio?	請你把收音機關小聲一點好嗎？
I have a bath every day.	我每天洗一次澡。
Be nice.	和气点。
You might not like this beer at first. It's an acquired taste.	剛開始的時候你可能不會喜歡這個啤酒。這是需要多次品嚐去習慣它的口味。
Don't wait.	不要等待！
The job is half done.	這項工作已經完成了一半。
Someone is watching.	有人在监视。
How many books does he have?	他有多少册图书？
I can't put up with his arrogance.	我不能忍受他的傲慢。
To my surprise, the door was unlocked.	令我驚訝的是，門沒上鎖。
I've been to Australia three times.	我去過澳洲三次。
The room smelled of tobacco.	房里有股烟味。
Did you get the package I sent you?	你收到我寄給你的包裹了嗎？
That wasn't nice.	那不好。
I succeeded in getting what I wanted.	我赢得了我想要的。
I don't need anybody.	我谁也不需要。
Is breakfast included?	包括早饭吗？
Tom probably knows why the meeting was postponed.	湯姆大概知道會議延期的原因。
This is a good hospital.	这是一家好医院。
Yesterday I did not play tennis.	我昨天沒有打網球。
Many friends came to see me off.	許多朋友來為我送行。
The toilet is backed up.	厕所塞住了。
He's rich, but he's not happy.	虽然他很有钱，但他不幸福。
Wires are used to convey electricity.	電線被用來運送電力。
Can I ask you a question?	我能问您一个问题吗？
You may choose what you like.	你可以選擇你喜歡的。
Are you for or against his idea?	您赞成还是反对他的想法？
Did you buy a round-trip ticket?	你买了往返的票吗？
Who is that woman in the brown coat?	那个穿棕色大衣的女人是谁？
Hey you! Please wait.	嘿，你！請稍候。
We sometimes swim in the lake.	我們偶爾在湖裡游泳。
He's new in town.	他刚来这镇上。
Did the dog bark?	狗叫了吗？
He substituted for his father.	子承父业。
Keep smiling.	保持微笑。
He's not always at home on Sundays.	他星期日並不總是在家。
I'd like to show you something.	我有东西想给你看看。
Have you read this book already?	你讀過這本書了嗎？
I have to sell my house.	我得卖我的房子。
I don't write letters anymore.	我不再写信了。
How are things at school?	学校怎么样？
Tom didn't have dinner last night.	湯姆昨晚沒吃晚餐。
I like the way you walk.	我喜欢你走路的方式。
She always looked happy, but never was.	她總是看起來很快樂，但實際上從來不快樂。
It is windy today.	今天有风。
We didn't bring it back.	我们没把它带回来。
I can't fall asleep.	我睡不着觉。
Tom doubts whether Mary is honest.	湯姆懷疑瑪麗是否誠實。
Tom wasn't as handsome as Mary said he was.	汤姆并不是玛丽说得那样英俊。
She likes all kinds of sports.	她喜歡各種運動。
Tom took the concert ticket Mary offered him.	汤姆拿了玛丽给他的音乐会票。
Tom is buying some flowers for Mary.	汤姆在给玛丽买花。
Who told you the story?	誰告訴你這個故事？
He is studying law at Harvard.	他在哈佛大學學習法律。
I was not scolding you.	我不是在罵你。
I have two cars.	我有两辆车。
This road will take you to the museum.	這條路會引你去博物館。
Tom changed clothes.	湯姆換了衣服。
What did you do last night?	你昨天晚上做什麼?
We have seen no one.	我们谁也没看见。
I went fishing last Monday.	上个周一我去钓鱼了。
The doorbell rang.	门铃儿响了。
I am sick.	我生病了。
You'd better not go today.	你今天最好不要去。
What is your phone number?	你电话号码是多少？
Tom left his sunglasses on the dashboard of my car.	汤姆把他的太阳镜留在我的车的仪表板上了。
I don't like the way you talk to me.	我不喜歡你和我說話的口氣。
The calculator on the table is mine.	桌上的计算器是我的。
Don't blame the mistake on her.	不要把這個錯誤歸咎於她。
Is your homework finished?	你的作業做完了嗎？
Christmas is a special holiday.	聖誕節是一個特別的節日。
Winter is my favorite season.	冬天是我最喜欢的季节。
I saw five men.	我看见五个男人。
You're tired, aren't you?	你累了，不是吗？
Thanks for agreeing to come.	谢谢你答应到来。
She picked up one of the glass vases.	她拿了其中一个玻璃花瓶。
She gave me several books.	她給了我幾本書。
Water the flowers before you have breakfast.	吃早餐之前先澆花。
He should apologize for being rude to the guests.	他应该为自己对客人的粗鲁无礼而道歉。
He tried speaking French to us.	他試圖跟我們說法語。
Can I have a few words with you?	可不可以和你说几句？
Perhaps it was worth it.	可能是值得的。
Wash your hands before meals.	饭前要洗手。
We should ban advertising aimed towards children.	我们应该禁止针对儿童的广告。
I don't have any enemies.	我没有敌人。
Does she like oranges?	她喜歡柳橙嗎？
I recommend it strongly.	我强力推荐它。
She is good at playing tennis.	她擅長打網球。
She hopes to become a designer.	她希望成為一名設計師。
You're so beautiful!	你太漂亮了！
Her son was killed in the accident.	她儿子在车祸中丧生。
Eat and drink.	吃吧，喝吧。
Did you call?	你打過電話了嗎？
He played tennis all day long.	他整天打網球。
The total comes to 3,000 yen.	总共是3000日元。
My girlfriend cried.	我女朋友哭了。
In my opinion, she is correct.	在我看來，她是正確的。
That really whets my appetite.	那很開胃。
Don't shout.	不许大叫。
Tom didn't understand what Mary really meant.	汤姆不知道玛丽真实的意思。
Please move your bicycle out of here.	請將您的自行車移出這裡。
No one could solve the puzzle.	没人解得了这个谜题。
Equality is guaranteed by the Constitution.	平等是由宪法保障的。
You're stepping into dangerous territory.	你進入了危險區。
We moved our bags to make room for the elderly lady to sit down.	我們移走了行李騰出空間讓老太太可以坐下。
She was very proud of her father.	她為她的父親感到非常驕傲。
I'm only here for one day.	我只在这里待一天。
The strike affected the nation's economy.	罢工妨碍了国家经济。
I believe the actions that he took were right.	我相信我们采取的行动是对的。
People grow more cynical with age.	人會隨著年齡的增長而更加地玩世不恭。
Let's wait until it stops raining.	我们等雨停吧。
This place still looks the same as it did a long time ago.	這裡就像在古時候一樣。
I crossed the river by boat.	我乘船过了河。
Do you have change for a dollar?	你有零錢換一元美金嗎？
It'll be spring soon.	春天快來了。
The crane, unlike the dog, has never dreamed of flying.	不像狗, 這隻鶴從來沒有夢想過飛翔。
It wasn't interesting at all.	一点也不好玩。
He went on reading the book as if nothing had happened.	他繼續讀書，好像什麼事也沒有發生。
Can't you do something to help me?	你不能做些事來幫助我嗎？
I was born in 1988.	我生于1988年。
The moon is already out.	月亮已經出來了。
She grew roses.	她種了玫瑰。
He did all he could to protect his son.	他做了一切能做的去保護他的兒子。
Why do you want to become a nurse?	你为什么想成为护士呢？
I shouldn't have logged off.	我不應該登出。
The polar bears are dying.	北极熊正在死去。
I want a massage. I need to relax.	我想要按摩。我需要放松。
The economy of the island is dependent on the fishing industry.	这个岛的经济依靠的是渔业。
We need competent leaders.	我们需要称职的领导人。
I was late to school.	我上学迟到了。
What are your weekend plans?	你週末有什麼計劃？
Do you plan to go abroad?	你打算出国吗？
She is wearing a white dress today.	她今天穿著白色的衣服。
I think exams ruin education.	我认为考试破坏教育。
Do you have some?	你有嗎？
There are lots of trees in the countryside.	乡间有很多树。
Please put the book on the shelf.	請把書放在架子上。
I intend to go there.	我打算去那裡。
Underage drinking is a crime.	未满年龄饮酒是罪行。
Who's the woman in the brown coat?	那个穿棕色大衣的女人是谁？
I agree to your proposal.	我同意你的建議。
There was a lot of snow last winter.	去年冬天下了好多雪。
I'm three years younger than you are.	我比你小三歲。
I'm short of cash at the moment.	此刻我缺少現金。
The gardener turned out to be the murderer.	园丁后来发现就是凶手。
She made room for an old lady.	她讓出個空間給一位老太太。
What are you looking at?	你在看什麼？
Do you guys want something to eat?	你們想要吃些什麼嗎？
This turkey tastes good.	这只火鸡味道很好。
It's almost three o'clock.	將近三點了。
